data,label,angle
"[0.54254127 0.5617763  0.5191024  0.54558015 0.5576606  0.46362782
 0.5519928  0.55189055 0.5542274  0.5657146  0.57105607 0.5932701
 0.58219516 0.5446405  0.5361048  0.57544154 0.6257322  0.5529162
 0.6048255  0.5427241  0.6367185  0.54343224 0.7095598  0.26585037
 0.57690704 0.49665555 0.2802465  0.5580075  0.7426073  0.30213797
 0.55236185 0.44852638 0.40393075 0.6571951  0.7116198  0.41003025
 0.6702069  0.62349176 0.5465353  0.53201854 0.85843366 0.6793247
 0.54182655 0.7273091  0.33823505 0.7057513  0.857812   0.07189609
 0.72147447 0.85838026 0.7715407 ]",situp,"104.924072265625,49.34336853027344,90.02873229980469,84.03895568847656,4.1957855224609375,44.69854736328125"
"[0.7181926  0.12333584 0.6751019  0.6927978  0.10999556 0.7041895
 0.69211096 0.11088016 0.62758225 0.65273327 0.13982254 0.8158358
 0.6512564  0.1416738  0.7830451  0.6806433  0.22397695 0.79216397
 0.6675721  0.25430712 0.63487697 0.8691155  0.30513743 0.57247704
 0.84611756 0.3359531  0.56388605 0.90343565 0.2053301  0.691501
 0.8900789  0.24146804 0.3183913  0.6416452  0.45442346 0.7739443
 0.63732177 0.457652   0.706371   0.7554797  0.64409465 0.7310668
 0.752863   0.64003366 0.7144896  0.7446212  0.8348998  0.7421314
 0.7407073  0.8090082  0.7472695 ]",pushup,"36.469459533691406,34.227928161621094,40.81626892089844,40.57589721679688,90.37744140625,85.67843627929688"
"[0.60881466 0.7235098  0.6681445  0.570386   0.7248053  0.7097238
 0.56799346 0.7162129  0.68757975 0.5218842  0.6625404  0.6407364
 0.5151644  0.64249283 0.66182107 0.5775709  0.60970426 0.41461128
 0.50342554 0.521599   0.54435843 0.68501854 0.5362585  0.1040653
 0.59382915 0.33148646 0.7819308  0.6536731  0.55697894 0.12917626
 0.8159153  0.3271712  0.4650878  0.670393   0.30404064 0.19742362
 0.59859484 0.25971046 0.20555215 0.73578453 0.07801124 0.2408762
 0.6897591  0.03357507 0.2456707  0.76202077 0.00197379 0.07498106
 0.7570086  0.10069654 0.01198433]",pushup,"67.01092529296875,2.9012222290039062,1.985382080078125,0.7567214965820312,63.454501152038574,0.888427734375"
"[0.283572   0.28573385 0.78987586 0.24674241 0.30298498 0.8738469
 0.25189292 0.27645868 0.7557243  0.22824447 0.37045574 0.9257185
 0.24317698 0.3027995  0.8018936  0.33299232 0.4851614  0.5262173
 0.40345097 0.32503653 0.9000748  0.6562147  0.51729566 0.6529919
 0.656041   0.33713633 0.6565912  0.9113993  0.5556867  0.82835424
 0.89087945 0.33640245 0.9181225  0.48637372 0.61200297 0.6997536
 0.5250198  0.54135084 0.59883535 0.6901084  0.6943403  0.7543552
 0.6925932  0.6378614  0.75444335 0.75576156 0.7863609  0.7669056
 0.76076615 0.7375937  0.7322152 ]",pushup,"25.70616912841797,32.48802947998047,30.72504425048828,17.584075927734375,177.07840962707996,2.87805700302124"
"[0.65179294 0.7975327  0.2710806  0.6259081  0.84290487 0.29758915
 0.62379307 0.81839246 0.44997936 0.5415557  0.8611711  0.3097952
 0.50210994 0.7878634  0.42740884 0.5629003  0.7602061  0.564931
 0.45244962 0.6649112  0.88340026 0.68970066 0.6778249  0.5674637
 0.58141464 0.47681627 0.7393577  0.8501021  0.68902034 0.81096613
 0.90279275 0.54236645 0.84237516 0.6911209  0.45585182 0.5952855
 0.6392097  0.38450313 0.52822065 0.72360617 0.30537993 0.63757914
 0.6891974  0.22930378 0.62001735 0.75883716 0.18255931 0.7451915
 0.7498257  0.1151405  0.8973461 ]",pushup,"10.118186950683594,3.822921752929688,15.811691284179688,10.662506103515623,112.9077615737915,142.99598503112793"
"[0.31159958 0.52331007 0.5341535  0.29152533 0.5308858  0.7127237
 0.29079112 0.50059325 0.71969694 0.29821688 0.52507424 0.75792557
 0.30507496 0.45495123 0.81223834 0.38326493 0.56287664 0.7998343
 0.4056864  0.43401924 0.9001501  0.44098353 0.67305744 0.6011291
 0.48752645 0.5538349  0.4709726  0.45250136 0.78511196 0.7370236
 0.49097192 0.7302222  0.40424594 0.6359712  0.5435718  0.64476293
 0.6591962  0.44473496 0.8938794  0.4947526  0.71065116 0.44055572
 0.5209161  0.6128653  0.49164343 0.6854755  0.838287   0.81552136
 0.74420565 0.7786414  0.77953154]",situp,"92.84466171264648,96.41383743286131,127.01542282104492,45.426387786865234,33.21595764160156,21.779266357421875"
"[0.79383856 0.19772263 0.3261485  0.7491045  0.20827793 0.5338835
 0.76147753 0.17668858 0.50401247 0.653234   0.27059168 0.6002111
 0.6673215  0.20360412 0.31044272 0.5780536  0.42623267 0.45236778
 0.5860653  0.24641359 0.6657686  0.5293442  0.66078013 0.8385557
 0.696664   0.24842496 0.37252536 0.8968184  0.6296221  0.86390513
 0.8258879  0.2466407  0.23285803 0.6306219  0.6922315  0.42902726
 0.63506526 0.6212639  0.46019045 0.68086475 0.7821648  0.25288236
 0.649381   0.7609085  0.40763366 0.5788114  0.86939734 0.7188341
 0.58401155 0.84520584 0.54301697]",pushup,"43.64548110961914,78.66772079467773,1.594146728515625,18.01158905029297,178.16705691814423,73.42142915725708"
"[0.5627584  0.22889844 0.63935107 0.5453449  0.220538   0.67284405
 0.5390509  0.22418681 0.73043114 0.5277356  0.24188425 0.81548804
 0.5125317  0.24752776 0.62081707 0.5264722  0.28785044 0.7837854
 0.47984707 0.35681328 0.68288755 0.64963967 0.3487575  0.819275
 0.5132861  0.47071797 0.20435643 0.7821477  0.35257483 0.8632929
 0.661164   0.4387751  0.20042737 0.5581235  0.4977828  0.54284227
 0.52588433 0.52550244 0.67618155 0.6493092  0.66906196 0.75427645
 0.6063507  0.6926244  0.7972158  0.6816042  0.8715574  0.79289865
 0.6542091  0.86372083 0.5809826 ]",pushup,"10.0828857421875,18.968467712402344,10.445068359375,19.45611572265625,94.17158317565918,24.66254425048828"
"[0.55953306 0.7819393  0.5325572  0.5837477  0.7909311  0.6739186
 0.5728041  0.7994692  0.6346404  0.64182633 0.7672122  0.6737733
 0.6184862  0.78603256 0.65708655 0.6419116  0.6770878  0.5311021
 0.5965119  0.7319212  0.65725756 0.6762355  0.5485998  0.5172897
 0.5831987  0.6247542  0.24317376 0.6460237  0.43535048 0.5078934
 0.57118374 0.5296692  0.14012775 0.570786   0.40344706 0.6815664
 0.52867824 0.45850146 0.65592986 0.43386173 0.28495327 0.8496223
 0.42626512 0.3441585  0.5139295  0.6265529  0.1983803  0.826363
 0.60661554 0.27942252 0.4394206 ]",situp,"112.10435485839844,114.93357849121094,27.916336059570312,34.55709457397461,0.1202850341796875,29.893638610839844"
"[0.51814395 0.6671624  0.5534567  0.5335822  0.69410163 0.61125445
 0.5232218  0.6886551  0.5453723  0.6029459  0.72720057 0.72935486
 0.56778365 0.70961165 0.58115107 0.67035645 0.6487483  0.7987568
 0.56720173 0.6046476  0.70103204 0.7473073  0.47404912 0.26684982
 0.49576026 0.43872932 0.51557535 0.53182167 0.52261794 0.35350686
 0.5254456  0.5338661  0.33374444 0.68797547 0.28274012 0.7055506
 0.6275885  0.29429618 0.58159924 0.43147942 0.0679392  0.83546615
 0.39760715 0.09475269 0.79047084 0.6700522  0.00944669 0.42986774
 0.66311175 0.0155881  0.8019068 ]",situp,"122.45060729980467,126.27986907958984,60.06420516967773,52.81172180175781,5.966476440429688,53.525840759277344"
"[0.67207307 0.7477494  0.4409154  0.64686537 0.7617908  0.3738831
 0.6448084  0.7350464  0.42003208 0.60127664 0.73670805 0.17292193
 0.6014532  0.6732623  0.4811744  0.55284154 0.7104321  0.4430613
 0.5679839  0.5485404  0.22864349 0.60887676 0.6989436  0.10932116
 0.6531743  0.440268   0.35960054 0.7289797  0.6839823  0.2563878
 0.7926505  0.48885223 0.67811465 0.54652643 0.45782417 0.3207162
 0.5686895  0.38394454 0.24078198 0.5235436  0.33901888 0.52513
 0.5352738  0.30267024 0.36425906 0.43702132 0.20881628 0.44446072
 0.43836254 0.18753238 0.4359584 ]",pushup,"17.73733139038086,22.65624237060547,22.59552001953125,9.516525268554688,108.99127578735352,4.48558521270752"
"[0.5136468  0.3454568  0.29419264 0.50867003 0.3287514  0.29529232
 0.5112169  0.32789955 0.3345714  0.5202147  0.33342195 0.23896645
 0.5193951  0.3158105  0.31977332 0.53330386 0.38204208 0.32007775
 0.5410511  0.3642038  0.31539398 0.55660534 0.4188226  0.28192332
 0.5417426  0.3922006  0.2487366  0.5366687  0.4165049  0.21950522
 0.5412741  0.39958823 0.25135848 0.58062166 0.4818884  0.22078043
 0.59013724 0.4669448  0.30014712 0.5091603  0.56284857 0.4692607
 0.49831545 0.56734425 0.48170117 0.6027888  0.6277773  0.37765008
 0.59778494 0.6261878  0.3865973 ]",situp,"101.83747100830078,96.69377136230467,67.98181915283203,66.7905502319336,5.043998718261719,51.013519287109375"
"[ 0.7392303   0.71873677  0.24496914  0.70616925  0.7297615   0.23187032
  0.7004117   0.7128717   0.44969946  0.6854401   0.6772824   0.14478065
  0.67376715  0.64685154  0.51017356  0.7143324   0.56900734  0.20006947
  0.64898056  0.5380296   0.23879424  0.7580631   0.50069666  0.02440426
  0.5863092   0.35548815  0.8604734   0.8310649   0.5123898   0.08067619
  0.81524116  0.3290604   0.46626234  0.71178657  0.25576428  0.117506
  0.649619    0.25172994  0.34844604  0.79712427  0.06698381  0.1952697
  0.73750925  0.05588046  0.3087479   0.8816445   0.06236265  0.01106967
  0.75531423 -0.00733939  0.02671763]",pushup,"8.439720153808594,62.54521942138672,24.04107666015625,24.79087829589844,102.3636713027954,113.5261936187744"
"[0.6365737  0.24371906 0.43464074 0.6309913  0.22861417 0.45748833
 0.63634497 0.22638579 0.3873416  0.66317147 0.21680498 0.70236343
 0.6694856  0.20480528 0.56538576 0.6666871  0.28376922 0.48092163
 0.7112903  0.24304283 0.55893964 0.59007627 0.27731118 0.47609016
 0.7070185  0.2659055  0.14180411 0.58904314 0.24436824 0.17921486
 0.59660536 0.20177732 0.42858204 0.694989   0.46887776 0.62440264
 0.71447927 0.4673586  0.60289395 0.6029232  0.57158285 0.54005265
 0.60309196 0.5742512  0.8043663  0.7037507  0.6943806  0.61469686
 0.7110328  0.6941975  0.673714  ]",situp,"88.16400527954102,81.26228332519531,46.9941291809082,50.566200256347656,70.43534851074219,83.38526153564453"
"[0.53204364 0.786377   0.5480087  0.53409314 0.79887295 0.70089555
 0.52983993 0.7958529  0.50455827 0.5792032  0.8131541  0.6335447
 0.56447154 0.8052944  0.61069137 0.6339366  0.7966347  0.6736026
 0.57397294 0.7520808  0.717753   0.61890566 0.8837528  0.3257081
 0.57220614 0.7581168  0.23350488 0.6024655  0.91538024 0.5125046
 0.56951636 0.7824155  0.13977318 0.65521777 0.5390469  0.6552899
 0.6155591  0.5347327  0.65948725 0.486319   0.3829667  0.8058535
 0.470904   0.39898878 0.7013458  0.67108077 0.2695821  0.7072532
 0.6361927  0.2827254  0.7431294 ]",situp,"101.69786834716795,105.7222137451172,57.65200805664063,51.98170852661133,9.998641967773438,17.67658233642578"
"[0.26252642 0.34961665 0.6228733  0.2432298  0.37193015 0.64585924
 0.2433896  0.3564247  0.56223947 0.2577332  0.4363962  0.62715393
 0.2561576  0.4077292  0.19458647 0.35087097 0.50378615 0.54753745
 0.36237776 0.42239174 0.47698075 0.5039673  0.6274783  0.39134112
 0.47351107 0.47189173 0.33306816 0.41142124 0.52055246 0.11459811
 0.38067186 0.4434531  0.3249008  0.59898454 0.6691636  0.6763858
 0.5824437  0.55341417 0.30584037 0.60995346 0.4328463  0.46871474
 0.5958419  0.37441298 0.26375788 0.8568014  0.5328816  0.61161596
 0.82308877 0.4382224  0.4359311 ]",squat,"78.59617614746094,70.59722900390625,63.51193237304688,58.972503662109375,6.977750778198242,10.187271118164062"
"[0.1571536  0.5483098  0.26663995 0.13216144 0.575438   0.3884443
 0.12942477 0.5392679  0.3733991  0.13110396 0.5990379  0.4310221
 0.10625768 0.51098645 0.4273885  0.23717993 0.6404477  0.48008865
 0.18559518 0.40739468 0.5545694  0.4509691  0.6373528  0.24576798
 0.39287215 0.31104085 0.2950392  0.6176213  0.6551436  0.34853014
 0.63956594 0.32936555 0.12447908 0.5856325  0.59935296 0.12553473
 0.55496556 0.40770307 0.22794408 0.8318982  0.5971266  0.18531479
 0.8256349  0.46241772 0.12810118 0.9854048  0.61935216 0.08376222
 0.9880241  0.45505488 0.05059498]",standingSide,"165.975830078125,171.24365234375,11.380264282226562,6.2081451416015625,150.82018899917605,173.07715678215027"
"[0.2298155  0.7198611  0.59603983 0.19806264 0.73320585 0.43619078
 0.19445637 0.6998254  0.67922866 0.17713664 0.715495   0.14686812
 0.16606507 0.63791907 0.5982652  0.25553474 0.6664884  0.5100957
 0.2868787  0.5239696  0.45481303 0.4883905  0.6497624  0.48032627
 0.5639277  0.4792956  0.6058654  0.7011842  0.6398519  0.5562002
 0.79011434 0.5033637  0.78510255 0.41913572 0.4376345  0.37251678
 0.40979874 0.36774644 0.4877778  0.54029924 0.3769495  0.2325823
 0.44556448 0.29430294 0.39465454 0.43243587 0.2621237  0.38853544
 0.421795   0.19967629 0.7181517 ]",pushup,"40.06581115722656,106.60511016845705,12.231208801269531,27.836021423339844,164.76605367660522,1.4419806003570557"
"[0.61060804 0.06021991 0.35107476 0.6060543  0.05180385 0.44492492
 0.6150859  0.03920073 0.27776355 0.62830883 0.02609486 0.3716592
 0.6475666  0.01286851 0.39526358 0.63296694 0.05070889 0.4484698
 0.6687889  0.03360289 0.44597393 0.54832834 0.16855842 0.5477796
 0.65038997 0.14101037 0.06949517 0.61548644 0.10004654 0.22918524
 0.66217154 0.09872299 0.09551896 0.6440848  0.3827151  0.6923639
 0.6657884  0.38926744 0.5863632  0.53003925 0.53663886 0.8399554
 0.5354478  0.5387669  0.85231036 0.6512501  0.6746076  0.6060727
 0.6714004  0.67665064 0.6059395 ]",situp,"85.67940902709961,77.83613204956055,40.6000862121582,38.45351791381836,5.8477935791015625,8.742706298828125"
"[0.67472595 0.1813283  0.72096914 0.6565277  0.17039773 0.60716957
 0.65108794 0.1702705  0.67384166 0.6136859  0.20182502 0.8737336
 0.60423744 0.19541122 0.8309717  0.592844   0.26604468 0.78427154
 0.49576446 0.282046   0.76831126 0.6674609  0.3865055  0.49577793
 0.5034986  0.4159722  0.24768907 0.82972264 0.37684402 0.72886616
 0.65958095 0.39240825 0.25918147 0.56571126 0.52775997 0.57822037
 0.5197246  0.5250718  0.69569975 0.62755513 0.72048235 0.8498681
 0.5745714  0.7115836  0.76967496 0.5899635  0.92027026 0.55719465
 0.5642165  0.8942928  0.5672003 ]",pushup,"19.630523681640625,28.4472885131836,10.75616455078125,23.710105895996094,84.71993923187256,118.36774849891664"
"[0.45518357 0.4072683  0.4234207  0.43646178 0.41076174 0.42437097
 0.43784684 0.39984295 0.49633795 0.43102065 0.39647034 0.5988705
 0.43289164 0.37433046 0.5537017  0.4832482  0.39156654 0.348093
 0.48488465 0.3483959  0.5925568  0.5292987  0.47409233 0.41628772
 0.5293092  0.47740626 0.39309004 0.531148   0.45495903 0.13241275
 0.46725777 0.43490326 0.5407369  0.67503023 0.43574563 0.51647025
 0.68708277 0.4276248  0.583078   0.5391338  0.57156897 0.64167655
 0.5407967  0.5673685  0.6465633  0.674757   0.71580017 0.51677305
 0.6801058  0.7145855  0.66764516]",situp,"89.7293815612793,88.25362014770508,114.91317367553712,122.0430030822754,36.58916473388672,34.68278884887695"
"[0.23272943 0.50727546 0.7355894  0.21409236 0.4931943  0.79240626
 0.21467854 0.49292397 0.85592866 0.21948224 0.44956303 0.6856692
 0.22083928 0.4462217  0.84616864 0.30215392 0.46532512 0.8489346
 0.2953824  0.4343964  0.91379774 0.3060189  0.58401614 0.55727
 0.29496652 0.5829139  0.62236816 0.28853658 0.6869658  0.7674045
 0.28056073 0.68731433 0.43877825 0.5417122  0.4202028  0.80781657
 0.53672177 0.3737564  0.79750776 0.67937905 0.5428964  0.63956034
 0.69397783 0.51877356 0.50825953 0.8284844  0.45330316 0.6210753
 0.8684788  0.4135035  0.94170386]",squat,"106.21755981445312,107.29092407226562,123.21418762207033,127.62435913085938,7.695945739746094,11.502777099609377"
"[0.29327545 0.53862226 0.8137125  0.27158114 0.5352118  0.6346967
 0.27804756 0.5116217  0.7975797  0.2830746  0.50861883 0.65125483
 0.29958344 0.4653269  0.8545811  0.3551314  0.5684888  0.8349268
 0.4078231  0.44962513 0.895829   0.41056842 0.6960049  0.5777808
 0.46697226 0.57662374 0.47737718 0.40611067 0.81351376 0.7834526
 0.471836   0.7351571  0.44682068 0.59549636 0.57238334 0.67713404
 0.6228288  0.49851936 0.8882657  0.47570896 0.747176   0.5825693
 0.5135261  0.6771796  0.85117954 0.6595411  0.89659446 0.78512245
 0.7212222  0.83139086 0.7589127 ]",situp,"84.86458206176758,85.31911849975586,108.64621353149414,123.4950065612793,23.2163314819336,25.66925811767578"
"[0.18761776 0.7517062  0.69605196 0.15127034 0.7715347  0.66410136
 0.13771544 0.7435012  0.63288397 0.12652032 0.74095744 0.24436304
 0.09177147 0.668497   0.5902876  0.29536024 0.6639573  0.8722102
 0.15460192 0.56297123 0.92017156 0.5897982  0.67422414 0.7668331
 0.5558895  0.5538382  0.6135201  0.838361   0.6897843  0.8970339
 0.8886183  0.55228037 0.8708922  0.44335252 0.4278205  0.6353734
 0.41098344 0.3569981  0.79860234 0.6196077  0.2908045  0.7986814
 0.6003     0.22026947 0.80128807 0.7402455  0.18256201 0.7904514
 0.75123423 0.10083989 0.8165327 ]",pushup,"2.515838623046875,4.039566040039063,2.94024658203125,20.06317138671875,1.0355338752269745,1.5850151777267456"
"[0.62125754 0.9102006  0.30660722 0.6227124  0.9162868  0.36290032
 0.6126912  0.91226614 0.39274314 0.6572471  0.90413636 0.384984
 0.6484543  0.8961034  0.41630566 0.65983313 0.800065   0.6049868
 0.64494544 0.8043911  0.40387112 0.6819708  0.9006895  0.2427045
 0.67455083 0.8839109  0.25478098 0.66898483 0.9483452  0.12478925
 0.66450477 0.9710337  0.34771    0.64993536 0.4479828  0.6085156
 0.64543355 0.45022544 0.6744674  0.5328619  0.23531857 0.6534229
 0.53608346 0.2397573  0.44326496 0.6320601  0.02326521 0.46740252
 0.614779   0.02958916 0.5210168 ]",situp,"47.98237609863281,53.903282165527344,27.53339385986328,27.222877502441406,26.998092651367188,27.650291442871094"
"[0.8615782  0.12660445 0.47766256 0.8373651  0.12429617 0.48823574
 0.8370311  0.12256808 0.4287592  0.8025881  0.16449763 0.6024167
 0.8011851  0.16015652 0.67898023 0.80630845 0.22701685 0.7173461
 0.75821173 0.23754328 0.31453615 0.70324785 0.36926004 0.661798
 0.6915401  0.37509024 0.49495974 0.88578314 0.42796916 0.7711237
 0.85814893 0.42947525 0.5748881  0.7584761  0.4913042  0.47745752
 0.75062066 0.50050616 0.5342044  0.77048683 0.68278265 0.8318614
 0.7715079  0.67803633 0.67500335 0.72715306 0.8680665  0.7443115
 0.73061806 0.84659463 0.69303703]",pushup,"20.34600067138672,16.752853393554688,8.363784790039062,13.847946166992188,97.78245544433594,108.09532165527344"
"[0.06291047 0.751498   0.56587106 0.03030102 0.74759895 0.3404376
 0.02490992 0.71839654 0.51904553 0.04715031 0.68826276 0.1738319
 0.04433074 0.63217086 0.72695416 0.26869273 0.66644835 0.7580414
 0.15817544 0.57081306 0.66929346 0.58928066 0.6736921  0.80206645
 0.5201361  0.55282074 0.37768176 0.8425222  0.6881527  0.85699064
 0.89921176 0.5499309  0.7525548  0.46212837 0.42904854 0.50719523
 0.43035573 0.36132324 0.61915076 0.6416728  0.27632093 0.7536034
 0.6111357  0.22013074 0.71265435 0.7521109  0.17990807 0.7739921
 0.75618786 0.10741334 0.9246236 ]",pushup,"0.140350341796875,0.7352752685546875,0.405975341796875,10.440704345703123,2.4089282751083374,1.973756432533264"
"[0.3585834  0.6016531  0.62918746 0.3429212  0.6023692  0.64836246
 0.34266758 0.5851873  0.74108744 0.34542498 0.58005005 0.4224585
 0.34146374 0.54833114 0.5483427  0.40394723 0.57484585 0.43085328
 0.4174187  0.51361805 0.78699046 0.44688618 0.6831426  0.22498208
 0.5279604  0.6005932  0.6049366  0.49538398 0.7347993  0.16069183
 0.47864127 0.69793904 0.1901351  0.6096979  0.5486635  0.5816905
 0.6377267  0.5159358  0.7271263  0.4491634  0.684395   0.53507805
 0.46376494 0.65757465 0.4693228  0.5818987  0.8237997  0.2879547
 0.5968178  0.81998503 0.39216638]",situp,"90.17333221435548,93.38166427612305,140.24492645263672,32.96236038208008,78.67256164550781,21.56546401977539"
"[0.7464861  0.7196219  0.3450002  0.7127787  0.728845   0.41480532
 0.7097069  0.7162782  0.42854625 0.67329246 0.67979145 0.20417145
 0.6636503  0.64917123 0.61069405 0.67933065 0.59623235 0.26811406
 0.6494754  0.544019   0.39779395 0.71573234 0.5031389  0.05081641
 0.5873338  0.3586106  0.7994016  0.8157099  0.5064535  0.18969248
 0.8197725  0.33443624 0.43704113 0.68865496 0.29037943 0.24637619
 0.6499579  0.25528458 0.27229923 0.75190306 0.05725124 0.26659065
 0.7457483  0.04580153 0.36435837 0.9343426  0.15413386 0.01235359
 0.8314798  0.0608458  0.01547948]",pushup,"104.62018585205078,77.20899200439453,24.477462768554688,13.432876586914062,102.59152507781982,109.4577864408493"
"[0.47788075 0.57926714 0.5276093  0.46907917 0.57183784 0.5784897
 0.46968272 0.5696664  0.59410256 0.46284777 0.53297377 0.6355871
 0.46203047 0.52645034 0.5142303  0.49713567 0.5008403  0.4419927
 0.4991866  0.4879255  0.70142555 0.5720482  0.5705492  0.2106762
 0.58129513 0.59036475 0.5650955  0.5881843  0.5923651  0.2064723
 0.6686795  0.7119721  0.4743315  0.70073086 0.4591994  0.6859029
 0.708283   0.45993116 0.7206094  0.5672502  0.6025933  0.5834217
 0.5741108  0.60184    0.49273387 0.67695165 0.72131467 0.4908131
 0.6782378  0.7151509  0.4357891 ]",situp,"85.97624969482422,85.6881332397461,38.979637145996094,35.491355895996094,3.013172149658203,10.572219848632812"
"[0.0942395  0.23325464 0.6952762  0.03705982 0.25946844 0.85039717
 0.045042   0.21989903 0.6634794  0.01130372 0.35046124 0.7768862
 0.03458023 0.26837033 0.570878   0.07140829 0.4832914  0.72400755
 0.18055072 0.27909857 0.85415983 0.48087305 0.6004383  0.5304749
 0.5093067  0.27713284 0.76787126 0.81512785 0.64192086 0.34023944
 0.8064014  0.25057983 0.55243343 0.35930002 0.72444654 0.40849712
 0.42411762 0.5667138  0.5357477  0.5468745  0.9024464  0.5782609
 0.5827181  0.8296282  0.4764384  0.6109861  0.98235214 0.15245083
 0.58526844 0.8756302  0.09243889]",pushup,"27.926795959472656,7.7588043212890625,9.1595458984375,3.548187255859375,4.764687955379486,8.891202926635742"
"[0.42143655 0.25531304 0.29492986 0.40996546 0.2474447  0.34892887
 0.41373745 0.24586554 0.35392404 0.41789338 0.22404474 0.527697
 0.4289489  0.21641287 0.39804673 0.45003045 0.24943908 0.6705309
 0.46742997 0.22224736 0.5421948  0.5286499  0.2878878  0.3967894
 0.56042564 0.2332945  0.4487482  0.54776233 0.35971776 0.18971263
 0.57638    0.3307115  0.32095957 0.61196345 0.34660548 0.69116485
 0.6539168  0.33384177 0.7569072  0.57709265 0.5427367  0.6881213
 0.589459   0.550024   0.6993517  0.65192086 0.72664714 0.51500356
 0.6832279  0.7399836  0.5263522 ]",situp,"42.87480926513672,32.22154998779297,75.70623016357422,69.11598205566406,73.92447662353516,49.03916931152344"
"[0.5290924  0.22278477 0.5957897  0.5333504  0.20848683 0.4799813
 0.54798394 0.20704405 0.4624135  0.5592771  0.21364571 0.55539054
 0.58969116 0.21782573 0.5471801  0.5447896  0.29211897 0.6885302
 0.61386997 0.26731494 0.7623265  0.54346526 0.4006892  0.31773257
 0.64327925 0.3963126  0.4124492  0.50584096 0.32274628 0.55746883
 0.56047994 0.29308563 0.37512654 0.5562898  0.5352735  0.52139384
 0.60778093 0.53663445 0.56257576 0.44711655 0.66299754 0.70806056
 0.46566707 0.67755574 0.67213196 0.5722055  0.8168466  0.5052451
 0.6028268  0.83245367 0.76727784]",situp,"86.76580047607422,79.63572311401367,43.94623565673828,43.230281829833984,25.89044189453125,26.46620178222656"
"[0.40096965 0.59632856 0.49325955 0.38314217 0.6168135  0.7357834
 0.38478428 0.5855379  0.7980521  0.37380025 0.6585596  0.7108335
 0.3725063  0.5846666  0.5683959  0.45811048 0.6835504  0.6751226
 0.41796666 0.57600534 0.5972303  0.5077721  0.7038343  0.16158812
 0.44156405 0.47997832 0.5361419  0.39493915 0.6684402  0.4198961
 0.39595377 0.57079333 0.42734176 0.7047596  0.6584568  0.59628063
 0.657451   0.5679339  0.4890775  0.53055125 0.58593893 0.4714466
 0.5371316  0.44917732 0.805757   0.72927254 0.4829781  0.64344084
 0.7110281  0.29268926 0.7738331 ]",situp,"93.39073181152344,130.010009765625,133.44418334960938,151.59027099609375,12.861167907714844,4.801248550415039"
"[0.85253423 0.10470955 0.6593828  0.8183784  0.12456167 0.52223927
 0.81867516 0.1036443  0.69332874 0.7868625  0.19919226 0.8378647
 0.78813267 0.15515514 0.64708775 0.8067083  0.30675212 0.33682287
 0.78491867 0.16954605 0.56239074 0.67084694 0.44314116 0.83080286
 0.6600363  0.23367248 0.65171754 0.9316383  0.44748178 0.66138846
 0.8935633  0.21842003 0.47834787 0.8087755  0.5290251  0.5204154
 0.78302175 0.42979127 0.3009148  0.8149515  0.6176056  0.7325115
 0.78560066 0.57391006 0.28470883 0.7545564  0.7044632  0.8443446
 0.74662036 0.64917535 0.3658085 ]",pushup,"28.4050407409668,38.80053329467773,1.442779541015625,3.4554595947265625,23.44340395927429,133.93539428710938"
"[0.18609326 0.42604852 0.4940285  0.15450355 0.436981   0.41411927
 0.17735858 0.38922158 0.4943582  0.15336686 0.47052276 0.42205107
 0.20728801 0.354439   0.57927126 0.2562103  0.5660399  0.7337025
 0.3015122  0.40448913 0.6153028  0.3897758  0.7615508  0.59865034
 0.38151017 0.43498588 0.33951446 0.30679056 0.6524923  0.45718235
 0.27156943 0.33165222 0.45550147 0.52728564 0.7088524  0.849205
 0.5324733  0.59546614 0.54794055 0.7060268  0.5138629  0.7651981
 0.68565243 0.35498282 0.63103503 0.9217278  0.6648102  0.55892074
 0.8822102  0.486558   0.6111792 ]",squat,"88.69740295410156,97.52627563476562,82.90898132324219,104.7286376953125,22.357786178588867,2.928997039794922"
"[0.50593865 0.23618096 0.6213527  0.5112138  0.22085546 0.6391221
 0.51938784 0.2164061  0.65260583 0.55621976 0.23497355 0.7364814
 0.57057655 0.22593254 0.6208549  0.53231084 0.32759857 0.5086712
 0.6134468  0.29148516 0.7461911  0.48832852 0.45843452 0.4950354
 0.5694022  0.4512576  0.3266888  0.46080327 0.40639773 0.1577622
 0.46720594 0.361382   0.5757875  0.5620811  0.60959053 0.45610622
 0.62882316 0.6078311  0.6951327  0.40209258 0.767178   0.833579
 0.4302652  0.78451896 0.61308783 0.6368492  0.8874004  0.68871635
 0.6535327  0.9101687  0.6234299 ]",situp,"108.96575546264648,108.31550598144533,51.118289947509766,51.45964813232422,64.08222961425781,46.45771026611328"
